99;89;0;0;0;0;0
99;88;0;0;0;0;0
99;87;0;0;0;0;0
99;86;0;0;0;0;0
99;85;0;0;0;0;0
99;84;0;80;0;0;0
99;83;0;79;0;0;0
99;82;0;78;0;0;0
99;81;0;77;0;40;0
99;80;0;76;0;39;0
99;79;0;75;80;0;0
99;78;0;74;79;38;0
99;78;0;74;78;38;0
99;77;0;73;77;37;0
99;77;0;72;77;37;0
99;76;0;71;76;0;0
99;75;0;70;75;36;0
99;74;0;69;74;35;0
99;73;0;68;73;0;0
99;73;0;68;72;0;0
99;72;80;67;71;34;0
99;71;79;66;70;33;0
98;70;78;65;69;0;0
98;70;78;64;69;0;0
97;69;77;63;68;32;0
97;69;77;63;67;32;0
96;68;76;62;66;31;0
96;67;75;61;65;0;25
95;66;74;60;64;30;0
93;65;0;59;63;29;24
92;64;73;58;62;0;0
92;64;73;58;61;0;0
90;63;72;57;60;28;23
90;63;72;56;60;28;23
89;62;71;55;59;27;0
86;61;70;54;58;0;22
84;60;69;53;57;26;0
84;60;69;53;56;26;0
82;59;68;52;55;25;21
79;58;67;51;54;0;0
76;57;66;50;53;24;20
73;56;65;49;52;23;0
73;56;65;48;52;23;0
69;55;64;47;51;0;19
69;55;64;47;50;0;19
66;54;63;46;49;22;0
62;53;62;45;48;21;0
58;52;61;44;47;0;18
54;51;60;43;46;20;0
54;51;60;43;45;20;0
50;50;59;42;44;19;17
46;49;58;41;43;0;0
46;49;58;40;43;0;0
42;48;57;39;42;18;16
38;47;56;38;41;17;0
35;46;55;37;40;0;15
35;46;55;37;39;0;15
31;45;0;36;38;16;0
27;44;54;35;37;15;14
24;43;53;34;36;0;0
21;42;52;33;35;14;13
21;42;52;33;34;14;13
18;41;51;32;33;13;0
18;41;51;31;33;13;0
16;40;50;30;32;0;12
14;39;49;29;31;12;0
12;38;48;28;30;11;11
10;37;47;27;29;0;0
10;37;47;27;28;0;0
8;36;46;26;27;10;10
7;35;45;25;26;9;0
6;34;44;24;25;0;0
6;34;44;23;25;0;0
5;33;43;22;24;8;9
5;33;43;22;23;8;9
4;32;42;21;22;0;0
3;31;41;20;21;0;8
2;30;40;19;20;0;0
2;29;39;18;19;0;7
2;28;38;17;18;0;0
2;28;38;17;17;0;0
2;27;37;16;16;0;6
2;26;36;0;0;0;0
2;25;0;0;0;0;5
2;24;35;0;0;0;0
2;23;34;0;0;0;0
2;22;33;0;0;0;0
2;21;32;0;0;0;0
2;20;31;0;0;0;0
2;19;30;0;0;0;0
2;18;29;0;0;0;0
2;17;28;0;0;0;0
2;16;27;0;0;0;0 
2;15;26;0;0;0;0 
2;14;25;0;0;0;0
2;13;24;0;0;0;0
2;12;23;0;0;0;0
2;11;22;0;0;0;0
2;10;21;0;0;0;0
2;9;20;0;0;0;0
2;8;19;0;0;0;0
2;7;18;0;0;0;0
2;6;17;0;0;0;0 
2;4;16;0;0;0;0


